Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Resource Transfer Ratio,0.00048379480452495117,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,2857.4062880739743,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,2693232.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,5441332.766117625,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,0.0010609580935002905,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,2.020372833130464,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,0.0005248542386628888,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.7305859375,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,896.180483960952,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,979008.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,2071570.5070314147,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,0.0009153964870164003,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,2.1159893555838303,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,0.00043242214186581626,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.26557291666666666,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,797.5269782933391,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,800824.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,1809087.6081323796,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,0.000995882963414357,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,2.2590327064778024,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,0.00044065060418575726,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.21723741319444445,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,0.29764263518484213,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,1234752.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,573550.3921092043,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,2.4105458843949403e-07,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,0.4645065503916611,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,5.189473929734516e-07,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.3349479166666667,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,0.21493270639303427,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,993168.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,462489.8705967604,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,2.1641122790206115e-07,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,0.46567133717232173,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,4.6472932743406923e-07,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.2694140625,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,855.576897101995,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Incidence,800824.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Source Stockpile,1276984.528001675,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Rate,0.00106837069955695,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Mean Source Stockpile,1.594588234120949,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Resource Transfer Ratio,0.0006695492603667881,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Relationship Frequency,0.21723741319444445,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1015
Total Resource Shared,0.13916077735247817,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,6415813.515144277,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,3.774977684257763e-08,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,1.7404008016341899,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,2.1690277313322583e-08,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.13916077735247817,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,2718320.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,5946377.4424188705,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,5.119367011701278e-08,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,2.1875192922168365,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,2.3402613682582576e-08,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.7373914930555555,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.05918115575454357,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,793056.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,1366427.9280529134,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,7.462418259813125e-08,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,1.7229904673225012,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,4.3310848656092287e-08,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.21513020833333332,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.13916077735247817,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,3686080.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,6415691.69326437,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,3.7753054017405526e-08,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,1.7405188420393398,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,2.1690689170753864e-08,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.9999131944444445,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.13916077735247817,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,2851344.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,6007275.342617776,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,4.880532736578896e-08,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,2.106822376611793,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,2.3165373017199688e-08,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.7734765625,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0799796215979346,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,2100288.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,3128717.380446945,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,3.808031165151379e-08,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,1.4896611228778838,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,2.5563069407689584e-08,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.5697395833333333,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,793056.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,1920668.2066410577,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,2.421856976860471,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.21513020833333332,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,968080.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,469436.0727225962,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,0.4849145449989631,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.26260850694444443,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,835056.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,408538.17252401606,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,0.4892344615499033,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,0.2265234375,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,160.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,16.674776747744996,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,0.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,0.10421735467340623,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,0.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,4.340277777777778e-05,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Incidence,160.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Source Stockpile,105.14710315673962,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Rate,0.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Mean Source Stockpile,0.6571693947296227,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Resource Transfer Ratio,0.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Relationship Frequency,4.340277777777778e-05,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1016
Total Resource Shared,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,5493702.650451874,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.4902622207171967,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,2461552.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,4856577.393300745,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.9729737146729969,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.6677387152777777,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,747824.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,1717530.3034318422,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,2.296703908181393,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.20286024305555556,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,3686400.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,5493702.650451874,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.4902622207171967,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,2632432.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,4961142.869363533,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.8846233708462492,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.7140928819444444,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,1223632.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,636324.5381427689,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,0.5200293373683991,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.3319314236111111,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,2190752.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,2643864.8442764394,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.2068298211191588,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.5942795138888889,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,1053968.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,532559.7810854802,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,0.5052902754974347,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.2859071180555556,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,747824.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,1132307.5027421366,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,1.514136351256628,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.20286024305555556,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Incidence,1216.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Source Stockpile,800.7190048126276,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Rate,0.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Mean Source Stockpile,0.6584860236945951,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Resource Transfer Ratio,0.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Relationship Frequency,0.0003298611111111111,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1017
Total Resource Shared,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,3686144.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,5931218.187520835,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,1.609057646017311,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,2496736.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,5340782.176114861,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,2.1391056868306704,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.6773300229182582,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,778664.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,1813149.8548225265,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,2.328539466088745,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.2112407979720814,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,3686144.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,5931218.187520835,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,1.609057646017311,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,2668368.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,5428323.218682314,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,2.034323308734895,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.7238914160705604,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,2128816.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,2840499.9986526016,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,1.334309775317642,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.5775184040558372,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,1189408.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,590436.0113998466,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,0.4964116698389843,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.3226699770817418,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,1017776.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,502894.9688331523,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,0.4941116403149144,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.27610858392943954,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Incidence,778664.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Source Stockpile,1277568.3340401587,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Rate,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Mean Source Stockpile,1.6407183766556033,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Resource Transfer Ratio,0.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Relationship Frequency,0.2112407979720814,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1018
Total Resource Shared,84047.60627094812,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,3686208.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,2963368.2490787557,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Resource Transfer Rate,0.022800559889986707,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.8039069550819584,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
