Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Resource Transfer Ratio,0.044331740751578065,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Frequency,0.22722005208333335,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Resource Shared,0.25387724572445436,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Incidence,104016.0,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Source Stockpile,45189.75349261236,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Rate,2.4407518624486074e-06,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Mean Source Stockpile,0.4344500220409587,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Ratio,5.6179952272765385e-06,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Frequency,0.028216145833333334,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Resource Shared,3.124713104685597,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Incidence,104016.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Source Stockpile,94670.4784907071,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Rate,3.0040696668643256e-05,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Mean Source Stockpile,0.9101530388662042,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Ratio,3.300511440299537e-05,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Frequency,0.028216145833333334,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Resource Shared,70.9016794639859,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Incidence,7968.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Source Stockpile,7056.822425339676,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Rate,0.00889830314558056,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Mean Source Stockpile,0.8856453847062846,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Resource Transfer Ratio,0.009947309747329078,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Relationship Frequency,0.0021614583333333334,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1032
Total Resource Shared,456.5274679012394,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,5679385.495432774,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00012384100149230668,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,1.540631916078769,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,8.03767897171359e-05,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,1.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,204.3312791794957,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,1040384.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,2148991.2464526263,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00019639986695248649,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,2.0655750631042253,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,9.507337596289892e-05,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.2822222222222222,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,107.08829585706061,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,804600.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,1825297.6789035138,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.0001330950731507092,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,2.268577776415006,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,5.8665506840634005e-05,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.21826171875,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,456.5274679012394,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,3686400.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,5679385.495432774,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00012384100149230668,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,1.540631916078769,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,8.03767897171359e-05,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,427.0205303165545,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,2662576.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,5160927.036758065,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00016037871982491937,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,1.9383210232339152,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,8.273420609724613e-05,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.7222699652777778,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,206.7862002630808,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,1409792.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,2832041.775444364,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00014667851730119108,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,2.008836605289549,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,7.301131795544258e-05,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.38243055555555555,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,220.99980241990465,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,2077200.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,2614822.046076215,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00010639312652604692,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,1.2588205498152392,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,8.451096159514668e-05,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.5634765625,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,128.4393696242615,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,804600.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,1239265.7704549683,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,0.00015963133187206252,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,1.540225914062849,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,0.00010363076461559322,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.21826171875,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,45.409988458631126,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,1236224.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,698352.4735349121,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,3.6732815783087146e-05,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,0.5649077137597329,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,6.502022633508103e-05,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.33534722222222224,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,29.506937584689062,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Incidence,1023824.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Source Stockpile,518458.4586738644,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Rate,2.882032222793084e-05,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Mean Source Stockpile,0.5063941250389368,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Resource Transfer Ratio,5.69095900806333e-05,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Relationship Frequency,0.27773003472222224,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1033
Total Resource Shared,0.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,3935955.856123677,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.067696358540494,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,1.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,1204976.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,612448.346998914,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,0.508266012766158,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.32687065972222223,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,2589184.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,2634673.4979698495,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.0175690479973032,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.7023611111111111,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,3452000.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,3784119.038637625,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.0962106137420697,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.9364149305555556,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,934880.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,445274.1822478776,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,0.4762902000768843,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.25360243055555554,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,2474576.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,3307976.7428571386,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.336785268610517,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.6712717013888889,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,548608.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,444167.4257071459,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,0.809626228030116,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.14881944444444445,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,2751520.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,3490681.673871206,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.268637579908998,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.7463975694444445,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,548608.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,857114.9324413134,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,1.5623449392668598,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.14881944444444445,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,117200.0,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,52250.23917046567,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,0.4458211533316183,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.031792534722222224,Propagule Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,117200.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,99586.57831471904,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,0.8497148320368518,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.031792534722222224,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Incidence,6848.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Source Stockpile,15530.766261771038,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Rate,0.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Mean Source Stockpile,2.267927316263294,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Resource Transfer Ratio,0.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Relationship Frequency,0.001857638888888889,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1034
Total Resource Shared,0.11748294469220101,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,3607295.804266045,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,3.1869288382215986e-08,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.9785416135704332,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,3.256814723291114e-08,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,1.0,Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.11644571820098092,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,1556880.0,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,1913212.9332633147,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,7.479427971390275e-08,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,1.2288762995627889,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,6.086395773784332e-08,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.42233072916666664,Channelmate 0,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.08582066768450962,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,711824.0,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,673727.0619498916,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,1.2056444807214932e-07,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.9464798348326154,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,1.2738193491014883e-07,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.19309461805555556,Cell Parent,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.11748294469220101,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,3331584.0,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,3252898.9935484524,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,3.526338963454051e-08,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.9763821033923961,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,3.611638132083066e-08,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.90375,Nondirect Propagule Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.11644571820098092,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,2374352.0,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,2970313.1511244313,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,4.90431571228617e-08,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,1.2509994942301863,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,3.920317748041397e-08,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.6440842013888889,Related Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.0010372264912201078,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,1723472.0,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,1019100.0800099093,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,6.01823813337326e-10,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.5913064326022758,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,1.0177866830844983e-09,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.4675217013888889,Nonchannelmate,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.031662277007691406,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,2262752.0,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,1854470.9608484735,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,1.399281804090391e-08,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.8195643892253651,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,1.7073481944748112e-08,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.6138107638888889,Nondirect Cell Relative,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.0010372264912201078,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,1312048.0,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,636982.6531354261,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,7.905400497696028e-10,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,0.485487309256541,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,1.6283433849031784e-09,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.3559157986111111,Unrelated Neighbor,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,406048.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,674982.7909839937,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,1.6623226588580504,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,0.0,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.11014756944444444,Channelmate 1,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,711824.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,1079097.7814609483,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,1.5159615037719272,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Ratio,0.0,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Frequency,0.19309461805555556,Cell Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Resource Shared,0.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Relationship Incidence,177408.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Total Source Stockpile,267943.48377177364,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Resource Transfer Rate,0.0,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
Mean Source Stockpile,1.5103235692402464,Propagule Child,262144,262400,resource-wave__channelsense-yes__nlev-two,1035
