Genotype,Seed,Cold,Cell Age,Border Age,Update
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,704,0,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,80,0,7168
Messaging Knockout,11,False,48,48,7168
Messaging Knockout,11,False,48,48,7168
Messaging Knockout,11,False,96,0,7168
Messaging Knockout,11,False,96,48,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,288,8,7168
Messaging Knockout,11,False,288,16,7168
Messaging Knockout,11,False,168,16,7168
Messaging Knockout,11,False,168,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,168,32,7168
Messaging Knockout,11,False,168,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,176,24,7168
Messaging Knockout,11,False,24,8,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,656,0,7168
Messaging Knockout,11,False,656,0,7168
Messaging Knockout,11,False,360,16,7168
Messaging Knockout,11,False,304,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,1560,32,7168
Messaging Knockout,11,False,1560,8,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,False,56,8,7168
Messaging Knockout,11,True,56,56,7168
Messaging Knockout,11,True,184,56,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,64,16,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,280,0,7168
Messaging Knockout,11,False,280,8,7168
Messaging Knockout,11,False,200,0,7168
Messaging Knockout,11,False,32,24,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,232,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,752,0,7168
Messaging Knockout,11,False,752,8,7168
Messaging Knockout,11,False,344,8,7168
Messaging Knockout,11,False,344,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,704,8,7168
Messaging Knockout,11,False,704,32,7168
Messaging Knockout,11,False,128,120,7168
Messaging Knockout,11,False,120,56,7168
Messaging Knockout,11,False,120,120,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,240,0,7168
Messaging Knockout,11,False,240,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,264,0,7168
Messaging Knockout,11,False,264,0,7168
Messaging Knockout,11,False,192,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,120,0,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,192,24,7168
Messaging Knockout,11,False,80,80,7168
Messaging Knockout,11,False,80,32,7168
Messaging Knockout,11,False,32,8,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,424,0,7168
Messaging Knockout,11,False,424,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,64,32,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,True,40,40,7168
Messaging Knockout,11,True,768,40,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,272,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,224,8,7168
Messaging Knockout,11,False,224,0,7168
Messaging Knockout,11,False,96,24,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,104,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,1176,80,7168
Messaging Knockout,11,False,1176,24,7168
Messaging Knockout,11,False,352,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,160,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,80,16,7168
Messaging Knockout,11,False,80,16,7168
Messaging Knockout,11,False,168,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,96,96,7168
Messaging Knockout,11,False,96,96,7168
Messaging Knockout,11,False,96,16,7168
Messaging Knockout,11,False,1168,24,7168
Messaging Knockout,11,False,1168,96,7168
Messaging Knockout,11,False,152,152,7168
Messaging Knockout,11,False,152,8,7168
Messaging Knockout,11,False,152,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,640,72,7168
Messaging Knockout,11,False,416,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,32,8,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,88,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,96,8,7168
Messaging Knockout,11,False,96,16,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,128,8,7168
Messaging Knockout,11,False,80,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,88,16,7168
Messaging Knockout,11,False,88,8,7168
Messaging Knockout,11,False,1168,96,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,360,152,7168
Messaging Knockout,11,False,360,0,7168
Messaging Knockout,11,False,360,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,584,16,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,72,72,7168
Messaging Knockout,11,False,72,0,7168
Messaging Knockout,11,False,72,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,544,0,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,56,40,7168
Messaging Knockout,11,False,40,0,7168
Messaging Knockout,11,False,40,40,7168
Messaging Knockout,11,False,1104,16,7168
Messaging Knockout,11,False,1104,24,7168
Messaging Knockout,11,False,24,16,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,128,32,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,48,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,408,0,7168
Messaging Knockout,11,False,40,40,7168
Messaging Knockout,11,False,360,32,7168
Messaging Knockout,11,False,360,40,7168
Messaging Knockout,11,False,136,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,112,0,7168
Messaging Knockout,11,False,32,0,7168
Messaging Knockout,11,False,32,24,7168
Messaging Knockout,11,False,24,8,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,112,96,7168
Messaging Knockout,11,False,96,8,7168
Messaging Knockout,11,False,96,96,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,72,8,7168
Messaging Knockout,11,False,72,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,128,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,True,360,0,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,32,8,7168
Messaging Knockout,11,True,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,632,632,7168
Messaging Knockout,11,False,664,64,7168
Messaging Knockout,11,False,112,112,7168
Messaging Knockout,11,False,112,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,136,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,64,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,312,0,7168
Messaging Knockout,11,True,224,8,7168
Messaging Knockout,11,False,1232,632,7168
Messaging Knockout,11,False,64,64,7168
Messaging Knockout,11,False,64,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,1008,296,7168
Messaging Knockout,11,False,1008,232,7168
Messaging Knockout,11,False,232,112,7168
Messaging Knockout,11,False,232,232,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,88,0,7168
Messaging Knockout,11,False,88,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,576,8,7168
Messaging Knockout,11,False,576,16,7168
Messaging Knockout,11,False,576,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,176,136,7168
Messaging Knockout,11,False,176,152,7168
Messaging Knockout,11,False,152,152,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,1168,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,264,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,736,16,7168
Messaging Knockout,11,False,712,296,7168
Messaging Knockout,11,False,296,296,7168
Messaging Knockout,11,False,296,296,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,16,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,536,16,7168
Messaging Knockout,11,False,584,16,7168
Messaging Knockout,11,False,584,16,7168
Messaging Knockout,11,False,584,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,208,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,136,136,7168
Messaging Knockout,11,False,136,0,7168
Messaging Knockout,11,False,112,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,400,0,7168
Messaging Knockout,11,False,96,96,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,104,16,7168
Messaging Knockout,11,False,104,8,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,232,0,7168
Messaging Knockout,11,False,32,32,7168
Messaging Knockout,11,False,1136,16,7168
Messaging Knockout,11,False,1136,672,7168
Messaging Knockout,11,False,1136,32,7168
Messaging Knockout,11,False,672,368,7168
Messaging Knockout,11,False,672,672,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,216,24,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,888,8,7168
Messaging Knockout,11,False,888,0,7168
Messaging Knockout,11,False,888,16,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,80,24,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,96,0,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,176,0,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,256,96,7168
Messaging Knockout,11,False,248,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,True,240,0,7168
Messaging Knockout,11,False,48,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,1176,72,7168
Messaging Knockout,11,False,1176,0,7168
Messaging Knockout,11,True,368,328,7168
Messaging Knockout,11,False,368,368,7168
Messaging Knockout,11,False,368,240,7168
Messaging Knockout,11,False,240,24,7168
Messaging Knockout,11,False,240,240,7168
Messaging Knockout,11,False,328,16,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,120,0,7168
Messaging Knockout,11,False,152,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,16,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,440,0,7168
Messaging Knockout,11,False,280,0,7168
Messaging Knockout,11,False,32,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,112,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,1224,0,7168
Messaging Knockout,11,False,1224,0,7168
Messaging Knockout,11,False,1224,72,7168
Messaging Knockout,11,False,72,72,7168
Messaging Knockout,11,False,72,72,7168
Messaging Knockout,11,True,328,328,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,128,8,7168
Messaging Knockout,11,False,128,24,7168
Messaging Knockout,11,False,128,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,288,0,7168
Messaging Knockout,11,False,288,8,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,456,8,7168
Messaging Knockout,11,False,456,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,64,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,72,72,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,8,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,40,8,7168
Messaging Knockout,11,False,96,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,464,0,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,72,24,7168
Messaging Knockout,11,False,72,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,240,0,7168
Messaging Knockout,11,False,104,8,7168
Messaging Knockout,11,False,104,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,40,40,7168
Messaging Knockout,11,False,40,40,7168
Messaging Knockout,11,False,1312,0,7168
Messaging Knockout,11,False,1312,72,7168
Messaging Knockout,11,False,1312,40,7168
Messaging Knockout,11,False,40,0,7168
Messaging Knockout,11,False,40,24,7168
Messaging Knockout,11,False,40,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,200,0,7168
Messaging Knockout,11,False,88,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,128,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,536,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,320,0,7168
Messaging Knockout,11,False,320,8,7168
Messaging Knockout,11,False,384,0,7168
Messaging Knockout,11,False,8,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,72,0,7168
Messaging Knockout,11,False,72,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,72,40,7168
Messaging Knockout,11,False,72,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,True,72,0,7168
Messaging Knockout,11,False,344,256,7168
Messaging Knockout,11,False,256,8,7168
Messaging Knockout,11,False,256,0,7168
Messaging Knockout,11,False,256,256,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,40,0,7168
Messaging Knockout,11,True,304,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,584,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,432,0,7168
Messaging Knockout,11,False,312,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,56,0,7168
Messaging Knockout,11,False,80,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,16,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,True,8,8,7168
Messaging Knockout,11,True,328,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,24,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,216,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,592,0,7168
Messaging Knockout,11,True,64,0,7168
Messaging Knockout,11,False,336,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,472,0,7168
Messaging Knockout,11,False,472,0,7168
Messaging Knockout,11,False,344,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,32,0,7168
Messaging Knockout,11,False,120,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,896,0,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,32,0,7168
Messaging Knockout,11,False,120,24,7168
Messaging Knockout,11,False,120,16,7168
Messaging Knockout,11,True,120,120,7168
Messaging Knockout,11,True,120,120,7168
Messaging Knockout,11,False,224,24,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,584,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,464,0,7168
Messaging Knockout,11,False,408,0,7168
Messaging Knockout,11,False,408,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,64,0,7168
Messaging Knockout,11,True,104,104,7168
Messaging Knockout,11,True,360,104,7168
Messaging Knockout,11,False,336,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,24,16,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,216,56,7168
Messaging Knockout,11,False,216,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,True,624,240,7168
Messaging Knockout,11,False,624,24,7168
Messaging Knockout,11,False,840,104,7168
Messaging Knockout,11,False,264,56,7168
Messaging Knockout,11,False,264,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,24,24,7168
Messaging Knockout,11,False,40,0,7168
Messaging Knockout,11,False,576,0,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,424,16,7168
Messaging Knockout,11,False,424,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,328,0,7168
Messaging Knockout,11,False,392,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,424,0,7168
Messaging Knockout,11,True,32,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,True,0,0,7168
Messaging Knockout,11,False,16,8,7168
Messaging Knockout,11,False,1136,192,7168
Messaging Knockout,11,False,1136,56,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,True,240,240,7168
Messaging Knockout,11,False,104,104,7168
Messaging Knockout,11,False,104,104,7168
Messaging Knockout,11,False,800,104,7168
Messaging Knockout,11,False,88,0,7168
Messaging Knockout,11,False,64,0,7168
Messaging Knockout,11,False,760,32,7168
Messaging Knockout,11,False,760,56,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,False,56,56,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,False,16,16,7168
Messaging Knockout,11,True,16,16,7168
Messaging Knockout,11,True,120,16,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,168,0,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,40,0,7168
Messaging Knockout,11,False,24,0,7168
Messaging Knockout,11,False,8,8,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,0,0,7168
Messaging Knockout,11,False,192,192,7168
Messaging Knockout,11,False,192,0,7168
Messaging Knockout,11,False,192,56,7168
Messaging Knockout,11,False,192,192,7168
Messaging Knockout,11,False,1104,24,7168
Messaging Knockout,11,False,1104,192,7168
Messaging Knockout,11,False,264,24,7168
Messaging Knockout,11,False,24,24,7168
