Genotype,Seed,Cold,Cell Age,Border Age,Update
Wild Type,17,False,552,32,7168
Wild Type,17,False,32,24,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,88,0,7168
Wild Type,17,False,96,48,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1864,0,7168
Wild Type,17,False,72,16,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,368,8,7168
Wild Type,17,False,48,40,7168
Wild Type,17,False,96,0,7168
Wild Type,17,False,96,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,16,8,7168
Wild Type,17,False,144,48,7168
Wild Type,17,False,144,24,7168
Wild Type,17,False,24,8,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,80,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,264,0,7168
Wild Type,17,True,784,264,7168
Wild Type,17,True,264,264,7168
Wild Type,17,False,680,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,248,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1216,16,7168
Wild Type,17,False,232,0,7168
Wild Type,17,False,232,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,608,0,7168
Wild Type,17,False,1112,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,48,48,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,True,8,8,7168
Wild Type,17,True,16,8,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,240,0,7168
Wild Type,17,False,136,136,7168
Wild Type,17,False,624,352,7168
Wild Type,17,False,416,416,7168
Wild Type,17,False,416,416,7168
Wild Type,17,False,880,416,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,280,0,7168
Wild Type,17,False,288,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,40,16,7168
Wild Type,17,False,1440,0,7168
Wild Type,17,False,1256,48,7168
Wild Type,17,False,1256,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,24,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,128,0,7168
Wild Type,17,False,16,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,200,200,7168
Wild Type,17,False,200,16,7168
Wild Type,17,False,256,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,224,136,7168
Wild Type,17,False,224,0,7168
Wild Type,17,False,352,352,7168
Wild Type,17,False,920,416,7168
Wild Type,17,False,904,272,7168
Wild Type,17,False,272,200,7168
Wild Type,17,False,272,0,7168
Wild Type,17,False,272,272,7168
Wild Type,17,False,136,0,7168
Wild Type,17,False,136,0,7168
Wild Type,17,False,136,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,48,48,7168
Wild Type,17,False,48,32,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,1160,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,32,8,7168
Wild Type,17,False,32,24,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,24,16,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,16,8,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,136,8,7168
Wild Type,17,False,584,200,7168
Wild Type,17,False,584,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,152,0,7168
Wild Type,17,False,216,0,7168
Wild Type,17,False,200,200,7168
Wild Type,17,False,200,200,7168
Wild Type,17,False,272,224,7168
Wild Type,17,False,272,200,7168
Wild Type,17,False,160,0,7168
Wild Type,17,False,160,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,320,32,7168
Wild Type,17,False,320,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,1104,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,336,0,7168
Wild Type,17,False,1456,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,40,24,7168
Wild Type,17,False,160,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,304,0,7168
Wild Type,17,False,600,80,7168
Wild Type,17,False,80,0,7168
Wild Type,17,False,80,0,7168
Wild Type,17,False,80,80,7168
Wild Type,17,False,224,224,7168
Wild Type,17,True,224,224,7168
Wild Type,17,True,296,224,7168
Wild Type,17,False,128,0,7168
Wild Type,17,False,128,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,296,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,800,0,7168
Wild Type,17,False,96,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,440,0,7168
Wild Type,17,False,440,16,7168
Wild Type,17,False,440,24,7168
Wild Type,17,False,16,8,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,72,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,64,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,464,0,7168
Wild Type,17,False,568,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,240,0,7168
Wild Type,17,False,336,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,304,48,7168
Wild Type,17,True,88,48,7168
Wild Type,17,False,400,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,272,24,7168
Wild Type,17,False,24,0,7168
Wild Type,17,False,24,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1160,24,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,400,0,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,264,16,7168
Wild Type,17,False,280,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,64,0,7168
Wild Type,17,False,144,16,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,48,48,7168
Wild Type,17,True,48,48,7168
Wild Type,17,True,32,32,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,176,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,408,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,424,0,7168
Wild Type,17,False,1096,0,7168
Wild Type,17,False,1096,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,96,8,7168
Wild Type,17,True,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,352,24,7168
Wild Type,17,False,352,0,7168
Wild Type,17,False,472,0,7168
Wild Type,17,False,392,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,448,0,7168
Wild Type,17,False,32,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,200,0,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,True,472,32,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,160,0,7168
Wild Type,17,False,176,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,320,0,7168
Wild Type,17,False,408,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,64,0,7168
Wild Type,17,False,1040,0,7168
Wild Type,17,False,1040,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,True,80,0,7168
Wild Type,17,False,344,0,7168
Wild Type,17,False,80,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,True,0,0,7168
Wild Type,17,True,280,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,168,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1464,0,7168
Wild Type,17,False,1416,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,208,0,7168
Wild Type,17,False,136,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,288,0,7168
Wild Type,17,False,216,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,24,16,7168
Wild Type,17,False,24,8,7168
Wild Type,17,False,224,0,7168
Wild Type,17,False,112,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,True,96,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,True,0,0,7168
Wild Type,17,False,280,8,7168
Wild Type,17,False,184,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,1176,0,7168
Wild Type,17,False,1176,8,7168
Wild Type,17,False,1160,0,7168
Wild Type,17,False,1160,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,96,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,1416,8,7168
Wild Type,17,False,1432,0,7168
Wild Type,17,False,1376,0,7168
Wild Type,17,False,1352,168,7168
Wild Type,17,False,168,168,7168
Wild Type,17,False,104,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,72,72,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,256,0,7168
Wild Type,17,False,256,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,480,8,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,328,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,440,0,7168
Wild Type,17,False,40,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,216,8,7168
Wild Type,17,False,176,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1160,8,7168
Wild Type,17,False,880,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,88,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,1352,8,7168
Wild Type,17,False,1352,16,7168
Wild Type,17,True,1344,96,7168
Wild Type,17,False,1344,112,7168
Wild Type,17,False,112,112,7168
Wild Type,17,False,112,112,7168
Wild Type,17,False,88,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,200,8,7168
Wild Type,17,False,176,72,7168
Wild Type,17,False,40,0,7168
Wild Type,17,False,40,40,7168
Wild Type,17,False,288,0,7168
Wild Type,17,False,288,40,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,152,0,7168
Wild Type,17,False,152,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,392,0,7168
Wild Type,17,False,64,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,88,88,7168
Wild Type,17,False,88,88,7168
Wild Type,17,False,680,0,7168
Wild Type,17,False,680,88,7168
Wild Type,17,False,112,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,80,80,7168
Wild Type,17,False,80,80,7168
Wild Type,17,False,152,80,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,120,32,7168
Wild Type,17,False,120,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,304,8,7168
Wild Type,17,False,304,0,7168
Wild Type,17,False,416,0,7168
Wild Type,17,False,64,16,7168
Wild Type,17,False,64,64,7168
Wild Type,17,False,256,16,7168
Wild Type,17,False,256,64,7168
Wild Type,17,False,1392,0,7168
Wild Type,17,False,1344,128,7168
Wild Type,17,True,1344,96,7168
Wild Type,17,True,96,96,7168
Wild Type,17,True,96,96,7168
Wild Type,17,True,96,96,7168
Wild Type,17,True,1288,112,7168
Wild Type,17,False,1288,112,7168
Wild Type,17,False,1288,40,7168
Wild Type,17,True,1288,96,7168
Wild Type,17,True,40,40,7168
Wild Type,17,False,40,0,7168
Wild Type,17,False,40,40,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,0,7168
Wild Type,17,False,168,40,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,56,0,7168
Wild Type,17,False,496,0,7168
Wild Type,17,True,264,264,7168
Wild Type,17,True,504,88,7168
Wild Type,17,True,504,264,7168
Wild Type,17,False,520,8,7168
Wild Type,17,False,312,8,7168
Wild Type,17,False,312,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,144,8,7168
Wild Type,17,False,144,88,7168
Wild Type,17,False,144,56,7168
Wild Type,17,False,144,32,7168
Wild Type,17,False,56,56,7168
Wild Type,17,False,184,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,232,80,7168
Wild Type,17,False,232,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,104,32,7168
Wild Type,17,False,104,0,7168
Wild Type,17,False,104,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,32,32,7168
Wild Type,17,False,32,0,7168
Wild Type,17,False,768,0,7168
Wild Type,17,False,752,0,7168
Wild Type,17,False,728,0,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,24,0,7168
Wild Type,17,False,24,0,7168
Wild Type,17,False,24,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,1384,0,7168
Wild Type,17,False,96,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,128,128,7168
Wild Type,17,False,128,0,7168
Wild Type,17,True,112,112,7168
Wild Type,17,True,112,112,7168
Wild Type,17,True,1256,144,7168
Wild Type,17,True,1256,40,7168
Wild Type,17,True,1256,48,7168
Wild Type,17,True,1256,112,7168
Wild Type,17,False,48,48,7168
Wild Type,17,True,48,48,7168
Wild Type,17,False,48,0,7168
Wild Type,17,False,48,8,7168
Wild Type,17,False,48,40,7168
Wild Type,17,False,48,48,7168
Wild Type,17,False,40,40,7168
Wild Type,17,True,40,40,7168
Wild Type,17,False,40,40,7168
Wild Type,17,True,80,80,7168
Wild Type,17,True,80,40,7168
Wild Type,17,False,456,32,7168
Wild Type,17,True,456,80,7168
Wild Type,17,True,88,88,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,24,8,7168
Wild Type,17,False,568,8,7168
Wild Type,17,False,360,0,7168
Wild Type,17,False,152,32,7168
Wild Type,17,False,152,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,224,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,248,24,7168
Wild Type,17,False,248,40,7168
Wild Type,17,False,40,40,7168
Wild Type,17,False,40,40,7168
Wild Type,17,False,40,40,7168
Wild Type,17,False,440,8,7168
Wild Type,17,False,440,40,7168
Wild Type,17,False,544,0,7168
Wild Type,17,False,544,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,56,8,7168
Wild Type,17,False,512,8,7168
Wild Type,17,False,512,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,32,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,120,0,7168
Wild Type,17,True,144,144,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,688,336,7168
Wild Type,17,False,688,0,7168
Wild Type,17,False,336,336,7168
Wild Type,17,False,80,24,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,608,0,7168
Wild Type,17,False,608,8,7168
Wild Type,17,False,136,8,7168
Wild Type,17,False,136,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,776,0,7168
Wild Type,17,True,1336,96,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,104,0,7168
Wild Type,17,False,256,40,7168
Wild Type,17,False,512,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,752,0,7168
Wild Type,17,False,752,8,7168
Wild Type,17,False,680,0,7168
Wild Type,17,False,632,24,7168
Wild Type,17,False,632,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,344,8,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,64,64,7168
Wild Type,17,False,64,24,7168
Wild Type,17,False,256,72,7168
Wild Type,17,False,256,64,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,488,0,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,904,8,7168
Wild Type,17,False,904,96,7168
Wild Type,17,False,904,0,7168
Wild Type,17,True,96,96,7168
Wild Type,17,True,96,96,7168
Wild Type,17,False,96,96,7168
Wild Type,17,True,1360,224,7168
Wild Type,17,True,1360,96,7168
Wild Type,17,False,144,8,7168
Wild Type,17,False,144,16,7168
Wild Type,17,False,16,0,7168
Wild Type,17,False,16,16,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,680,0,7168
Wild Type,17,False,664,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,64,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,72,0,7168
Wild Type,17,False,72,72,7168
Wild Type,17,False,72,72,7168
Wild Type,17,False,408,72,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,432,0,7168
Wild Type,17,False,432,0,7168
Wild Type,17,False,328,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,856,0,7168
Wild Type,17,False,856,0,7168
Wild Type,17,False,8,8,7168
Wild Type,17,True,224,224,7168
Wild Type,17,True,224,224,7168
Wild Type,17,True,1304,200,7168
Wild Type,17,True,1304,224,7168
Wild Type,17,False,176,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,8,8,7168
Wild Type,17,False,24,24,7168
Wild Type,17,False,128,0,7168
Wild Type,17,False,128,24,7168
Wild Type,17,True,0,0,7168
Wild Type,17,False,0,0,7168
Wild Type,17,False,48,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,552,0,7168
Wild Type,18,True,200,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,True,0,0,7168
Wild Type,18,False,640,0,7168
Wild Type,18,False,592,32,7168
Wild Type,18,False,592,40,7168
Wild Type,18,False,40,0,7168
Wild Type,18,False,40,40,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,104,0,7168
Wild Type,18,False,728,0,7168
Wild Type,18,False,592,16,7168
Wild Type,18,False,528,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,48,40,7168
Wild Type,18,False,48,8,7168
Wild Type,18,False,48,0,7168
Wild Type,18,False,48,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,64,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,0,7168
Wild Type,18,False,704,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,560,16,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,400,0,7168
Wild Type,18,False,552,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,272,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,296,0,7168
Wild Type,18,False,296,32,7168
Wild Type,18,False,296,0,7168
Wild Type,18,False,32,32,7168
Wild Type,18,False,32,32,7168
Wild Type,18,False,176,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,True,120,0,7168
Wild Type,18,False,704,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,32,0,7168
Wild Type,18,False,40,40,7168
Wild Type,18,False,40,40,7168
Wild Type,18,False,168,8,7168
Wild Type,18,False,168,40,7168
Wild Type,18,False,88,0,7168
Wild Type,18,False,88,88,7168
Wild Type,18,False,200,16,7168
Wild Type,18,False,200,0,7168
Wild Type,18,False,200,88,7168
Wild Type,18,True,24,24,7168
Wild Type,18,False,40,16,7168
Wild Type,18,False,8,8,7168
Wild Type,18,False,8,8,7168
Wild Type,18,False,24,0,7168
Wild Type,18,False,24,8,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,32,0,7168
Wild Type,18,False,32,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,216,32,7168
Wild Type,18,False,216,0,7168
Wild Type,18,False,512,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,472,0,7168
Wild Type,18,False,320,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,176,0,7168
Wild Type,18,True,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,40,8,7168
Wild Type,18,False,40,0,7168
Wild Type,18,False,192,16,7168
Wild Type,18,False,792,592,7168
Wild Type,18,False,8,8,7168
Wild Type,18,True,8,8,7168
Wild Type,18,True,160,8,7168
Wild Type,18,False,1416,0,7168
Wild Type,18,False,8,8,7168
Wild Type,18,False,8,8,7168
Wild Type,18,False,176,32,7168
Wild Type,18,False,176,8,7168
Wild Type,18,True,176,0,7168
Wild Type,18,False,136,0,7168
Wild Type,18,False,136,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,True,16,16,7168
Wild Type,18,True,1984,624,7168
Wild Type,18,True,1984,24,7168
Wild Type,18,True,1984,16,7168
Wild Type,18,True,1984,16,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,16,7168
Wild Type,18,True,16,16,7168
Wild Type,18,False,16,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,40,8,7168
Wild Type,18,False,192,0,7168
Wild Type,18,False,32,32,7168
Wild Type,18,False,32,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,16,16,7168
Wild Type,18,False,512,0,7168
Wild Type,18,False,528,0,7168
Wild Type,18,False,0,0,7168
Wild Type,18,False,0,0,7168
