Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Mean Source Stockpile,0.8060718553189207,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.9652846502422001,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,1394.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,3034336.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,2650086.6520958096,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.00045940858230598063,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.8733662495174593,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.8231591923190444,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,12816.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,788544.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,412420.42933266785,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.016252739225712198,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.5230151130852151,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.2139173915308089,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,12846.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,2041952.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,1511990.2914439703,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.0062910391625268375,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.7404631898516568,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.5539437817941907,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,11850.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,651872.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,313281.5969827447,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.018178415394433264,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.4805875953910349,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.17684080768095561,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,372.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,822128.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,664361.1213474423,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.0004524842846855964,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.8080993730263928,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.22302810910290466,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,25.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,63792.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,49329.70570224622,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.00039189867067970904,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.7732898435892622,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.017305588832751705,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,25.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,63984.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,38323.08144839009,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.00039072268067016756,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.5989478846022457,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.017357674878899942,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,891.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Incidence,63984.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Total Source Stockpile,56848.049160396724,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Rate,0.01392535633908477,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Mean Source Stockpile,0.888472886352787,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Relationship Frequency,0.017357674878899942,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1019
Reproduction Incidence,10353.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,3686208.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,5255948.395909669,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0028085772696494608,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.4258415140734513,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,9142.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,1062128.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,527614.7004009427,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.008607248843830498,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,0.4967524633574698,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.2881356667882008,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,9666.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,2255696.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,2698670.897851755,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.004285151899901405,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.1963805840200785,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.6119285726687154,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,10353.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,3686208.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,5255948.395909669,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0028085772696494608,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.4258415140734513,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,1.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,8884.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,993104.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,497589.7908177137,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.008945689474616958,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,0.5010449971178383,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.2694107331979096,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,497.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,1479936.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,2732743.8695544694,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0003358253329873724,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.8465284103869826,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.40147924371060995,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,1469.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,2693104.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,4758358.605090181,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0005454672378044071,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.7668677500349712,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.7305892668020904,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,487.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,715256.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,1033832.2710591382,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0006808750992651582,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.4454017457513648,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.19403571366564232,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,714.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,1144144.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,1995589.8259538994,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0006240473227146233,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,1.7441771542339946,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.3103850895011893,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,200.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Incidence,715256.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Total Source Stockpile,1523445.2269984805,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Rate,0.0002796201639692642,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Mean Source Stockpile,2.12993002085754,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Relationship Frequency,0.19403571366564232,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1020
Reproduction Incidence,13661.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,2839246.151355114,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0037057834201388888,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.7701948110229802,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,13263.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,836720.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,345906.3348907864,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.015851180801223826,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.4134075137331322,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.22697482638888888,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,12693.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,2000160.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,1367518.36922449,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.006345992320614351,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.6837044882531848,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.542578125,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,12017.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,3574992.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,2795166.5399071276,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0033614061234262904,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.7818665160389527,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.9697786458333333,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,11000.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,675408.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,281566.56538230274,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0162864520408405,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.41688366940027766,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.18321614583333334,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,307.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,2008864.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,1763756.2875799858,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.00015282268983863516,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.8779869058233837,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.5449392361111111,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,927.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,843120.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,659844.4982101134,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0010994876174210077,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.7826222817749708,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.2287109375,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,2661.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,3010992.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,2557679.585972251,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0008837618964115481,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.8494474864005785,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.8167838541666667,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,52.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,55704.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,36558.85280570491,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.0009335056728421657,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.656305701667832,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.015110677083333333,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,91.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,840816.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,729583.5288835145,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.00010822819737017373,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.8677089028794819,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.2280859375,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,41.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,843120.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,811883.2839202204,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,4.862890217288168e-05,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.9629510436476664,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.2287109375,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,1592.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Incidence,55704.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Total Source Stockpile,7520.758642400298,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Rate,0.028579635214706304,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Mean Source Stockpile,0.13501290109148892,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Relationship Frequency,0.015110677083333333,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1021
Reproduction Incidence,12910.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,3686400.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,2828496.9346849155,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.0035020616319444446,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.7672788993828438,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,1.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,11949.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,1022896.0,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,407528.44960415555,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.011681539472243513,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.39840653361060707,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.2774782986111111,Nonchannelmate,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,10741.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,2375360.0,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,1729466.7066418678,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.004521840899905699,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.7280861455282011,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.6443576388888889,Nondirect Cell Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,12541.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,3663616.0,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,2819586.2347301487,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.003423120763748166,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.7696183865148937,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.9938194444444445,Nondirect Propagule Relative,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,10091.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,828624.0,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,331097.2285592773,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.01217802042904864,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.39957475110457497,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.22477864583333335,Unrelated Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,958.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,2649856.0,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,2409764.095113731,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.0003615290793160081,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.909394357698581,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.7188194444444445,Channelmate 1,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,2819.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,2857776.0,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,2497399.706125286,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.000986431406800253,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.8738962417366812,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.7752213541666667,Related Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,143.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,655520.0,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,601218.4138361318,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.00021814742494508178,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.9171625790763543,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.17782118055555557,Cell Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,2026.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,655520.0,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,497811.8142078484,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.003090676104466683,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.7594151424942769,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.17782118055555557,Cell Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,4.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,11392.0,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,6577.28504628807,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.00035112359550561797,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.5773599935295005,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.0030902777777777777,Propagule Parent,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,365.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,11392.0,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,2333.4149084748433,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.03204002808988764,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.20482925811752487,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.0030902777777777777,Propagule Child,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,3.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Incidence,13648.0,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Total Source Stockpile,11204.389966510274,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Rate,0.0002198124267291911,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Mean Source Stockpile,0.8209547161862745,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Relationship Frequency,0.0037022569444444446,Channelmate 0,262144,262400,resource-even__channelsense-yes__nlev-two,1022
Reproduction Incidence,10522.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1023
Relationship Incidence,3686336.0,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1023
Total Source Stockpile,4680644.904223199,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1023
Reproduction Rate,0.002854324727859859,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1023
Mean Source Stockpile,1.2697282353597716,Neighbor,262144,262400,resource-even__channelsense-yes__nlev-two,1023
